Experiment_ID,Library_ID,Delivery_target,Route_of_administration,Model_type,Cargo_type,Batch_or_individual_or_barcoded,Goal,Value_name,Sample_weight,Random_id,Lipid_name,Amine,Tail,source_row,source_dataset_id,ionizable_lipid,target_original,Route_original,Model_type_original,Read_Out_Type,Assay_type,raw_delivery_value,raw_delivery_unit,delivery_direction_handling,directional_delivery_value,normalization_group,normalization_group_n,normalization_group_mean_directional,normalization_group_std_directional,size_nm,zeta_mV,pKa,np_ratio,lipid_molar_ratio_original,helper_lipid_original,peg_lipid,smiles_original,smiles_canonical
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,43,SM-102,SM-102,,111,kuzminich2024_fig5_brain_cat_vs_moderna_iv,SM-102,Brain Endothelial cells,intravenous,Mouse,,,2.5,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,2.5,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,83,NR,NR,NR; composition reported as SM-102 + cholesterol + DMG-PEG + DSPC,,DSPC; cholesterol,DMG-PEG,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,44,SM-102,SM-102,,112,kuzminich2024_fig5_brain_cat_vs_moderna_iv,SM-102,Brain Microglia,intravenous,Mouse,,,0.1,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.1,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,83,NR,NR,NR; composition reported as SM-102 + cholesterol + DMG-PEG + DSPC,,DSPC; cholesterol,DMG-PEG,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,45,SM-102,SM-102,,113,kuzminich2024_fig5_brain_cat_vs_moderna_iv,SM-102,Brain Macrophages,intravenous,Mouse,,,5.0,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,5.0,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,83,NR,NR,NR; composition reported as SM-102 + cholesterol + DMG-PEG + DSPC,,DSPC; cholesterol,DMG-PEG,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,46,SM-102,SM-102,,114,kuzminich2024_fig5_brain_cat_vs_moderna_iv,SM-102,Brain Oligodendrocytes,intravenous,Mouse,,,0.1,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.1,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,83,NR,NR,NR; composition reported as SM-102 + cholesterol + DMG-PEG + DSPC,,DSPC; cholesterol,DMG-PEG,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,47,SM-102,SM-102,,115,kuzminich2024_fig5_brain_cat_vs_moderna_iv,SM-102,Brain Astrocytes,intravenous,Mouse,,,0.1,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.1,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,83,NR,NR,NR; composition reported as SM-102 + cholesterol + DMG-PEG + DSPC,,DSPC; cholesterol,DMG-PEG,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,48,cKK-E12,cKK-E12,,106,kuzminich2024_fig5_brain_cat_vs_moderna_iv,cKK-E12,Brain Endothelial cells,intravenous,Mouse,,,32.0,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,32.0,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,76,NR,NR,NR; composition reported as cKK-E12 + cholesterol + C14PEG2000 + DDAB,,DDAB; cholesterol,C14PEG2000,O=C1NC(CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O,CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,49,cKK-E12,cKK-E12,,107,kuzminich2024_fig5_brain_cat_vs_moderna_iv,cKK-E12,Brain Microglia,intravenous,Mouse,,,0.1,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.1,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,76,NR,NR,NR; composition reported as cKK-E12 + cholesterol + C14PEG2000 + DDAB,,DDAB; cholesterol,C14PEG2000,O=C1NC(CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O,CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,50,cKK-E12,cKK-E12,,108,kuzminich2024_fig5_brain_cat_vs_moderna_iv,cKK-E12,Brain Macrophages,intravenous,Mouse,,,1.5,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,1.5,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,76,NR,NR,NR; composition reported as cKK-E12 + cholesterol + C14PEG2000 + DDAB,,DDAB; cholesterol,C14PEG2000,O=C1NC(CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O,CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,51,cKK-E12,cKK-E12,,109,kuzminich2024_fig5_brain_cat_vs_moderna_iv,cKK-E12,Brain Oligodendrocytes,intravenous,Mouse,,,0.2,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.2,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,76,NR,NR,NR; composition reported as cKK-E12 + cholesterol + C14PEG2000 + DDAB,,DDAB; cholesterol,C14PEG2000,O=C1NC(CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O,CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,52,cKK-E12,cKK-E12,,110,kuzminich2024_fig5_brain_cat_vs_moderna_iv,cKK-E12,Brain Astrocytes,intravenous,Mouse,,,0.1,% aVHH+ cells; cell-specific functional mRNA delivery; aVHH mRNA; 0.7 mg/kg; 20 h; Fig. 5d,higher_is_better,0.1,kuzminich2024_fig5_brain_cat_vs_moderna_iv__aVHH_cells_cell_specific_functional_mRNA_delivery_aVHH_mRNA_0_7_mg_kg_20_h_Fig_5d,10,4.17,9.40053721869128,76,NR,NR,NR; composition reported as cKK-E12 + cholesterol + C14PEG2000 + DDAB,,DDAB; cholesterol,C14PEG2000,O=C1NC(CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)=O,CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,Dye,Individual,max,within_assay_zscored_delivery_higher_is_better,1,53,NT1-O12B,NT1-O12B,,66,ma2020_NT_lipidoids,NT1-O12B,Brain,intravenous,Mouse,,,5.5,relative brain fluorescence intensity at 1 h after IV DiR-LNP,higher_is_better,5.5,ma2020_NT_lipidoids__relative_brain_fluorescence_intensity_at_1_h_after_IV_DiR_LNP,4,3.875,1.1344051304538427,175,42,NR,NR,10:1 w/w NT1-O12B:DiR dye formulation,NR,NR,O=C(OCCSSCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCCCCCCCCCCC)CCC1=CNC=2C=CC=CC21,CCCCCCCCCCCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCCCCCCCCCCC)CCc1c[nH]c2ccccc12
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,Dye,Individual,max,within_assay_zscored_delivery_higher_is_better,1,54,NT1-O14B,NT1-O14B,,67,ma2020_NT_lipidoids,NT1-O14B,Brain,intravenous,Mouse,,,4.2,relative brain fluorescence intensity at 1 h after IV DiR-LNP,higher_is_better,4.2,ma2020_NT_lipidoids__relative_brain_fluorescence_intensity_at_1_h_after_IV_DiR_LNP,4,3.875,1.1344051304538427,180,40,NR,NR,10:1 w/w NT1-O14B:DiR dye formulation,NR,NR,O=C(OCCSSCCCCCCCCCCCCCC)CCN(CCC1=CNC2=C1C=CC=C2)CCC(OCCSSCCCCCCCCCCCCCC)=O,CCCCCCCCCCCCCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCCCCCCCCCCCCC)CCc1c[nH]c2ccccc12
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,Dye,Individual,max,within_assay_zscored_delivery_higher_is_better,1,55,NT1-O16B,NT1-O16B,,68,ma2020_NT_lipidoids,NT1-O16B,Brain,intravenous,Mouse,,,3.4,relative brain fluorescence intensity at 1 h after IV DiR-LNP,higher_is_better,3.4,ma2020_NT_lipidoids__relative_brain_fluorescence_intensity_at_1_h_after_IV_DiR_LNP,4,3.875,1.1344051304538427,165,42,NR,NR,10:1 w/w NT1-O16B:DiR dye formulation,NR,NR,O=C(OCCSSCCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCCCCCCCCCCCCCCC)CCC1=CNC2=C1C=CC=C2,CCCCCCCCCCCCCCCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCCCCCCCCCCCCCCC)CCc1c[nH]c2ccccc12
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,Dye,Individual,max,within_assay_zscored_delivery_higher_is_better,1,56,NT1-O18B,NT1-O18B,,69,ma2020_NT_lipidoids,NT1-O18B,Brain,intravenous,Mouse,,,2.4,relative brain fluorescence intensity at 1 h after IV DiR-LNP,higher_is_better,2.4,ma2020_NT_lipidoids__relative_brain_fluorescence_intensity_at_1_h_after_IV_DiR_LNP,4,3.875,1.1344051304538427,190,44,NR,NR,10:1 w/w NT1-O18B:DiR dye formulation,NR,NR,O=C(OCCSSCCCCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCCCCCCCCCCCCCCCCC)CCc1c[nH]c2ccccc12,CCCCCCCCCCCCCCCCCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCCCCCCCCCCCCCCCCC)CCc1c[nH]c2ccccc12
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,57,SM-102,SM-102,,117,sela2025_bt_lnp_iv_fig3c,SM-102,Brain,intravenous,Mouse,,,1.0,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,1.0,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,109.8,-6.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,58,SM-102 + Acetylcholine-LNP,SM-102 + Acetylcholine-LNP,,121,sela2025_bt_lnp_iv_fig3c,SM-102 + Acetylcholine-LNP,Brain,intravenous,Mouse,,,3.6,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,3.6,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,149.1,-13.4,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-acetylcholine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,59,SM-102 + Cocaine-LNP,SM-102 + Cocaine-LNP,,122,sela2025_bt_lnp_iv_fig3c,SM-102 + Cocaine-LNP,Brain,intravenous,Mouse,,,2.8,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,2.8,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,148.6,-12.2,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-cocaine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,60,SM-102 + Glucose-LNP,SM-102 + Glucose-LNP,,118,sela2025_bt_lnp_iv_fig3c,SM-102 + Glucose-LNP,Brain,intravenous,Mouse,,,2.0,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,2.0,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,155.1,-9.6,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-glucose,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,61,SM-102 + Memantine-LNP,SM-102 + Memantine-LNP,,120,sela2025_bt_lnp_iv_fig3c,SM-102 + Memantine-LNP,Brain,intravenous,Mouse,,,0.8,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,0.8,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,153.9,-11.8,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-memantine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,62,SM-102 + Methylphenidate-LNP,SM-102 + Methylphenidate-LNP,,119,sela2025_bt_lnp_iv_fig3c,SM-102 + Methylphenidate-LNP,Brain,intravenous,Mouse,,,2.2,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,2.2,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,141.9,-8.6,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-methylphenidate,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,63,SM-102 + Nicotine-LNP,SM-102 + Nicotine-LNP,,124,sela2025_bt_lnp_iv_fig3c,SM-102 + Nicotine-LNP,Brain,intravenous,Mouse,,,3.3,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,3.3,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,161,-10.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-nicotine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,64,SM-102 + Norepinephrine-LNP,SM-102 + Norepinephrine-LNP,,125,sela2025_bt_lnp_iv_fig3c,SM-102 + Norepinephrine-LNP,Brain,intravenous,Mouse,,,1.5,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,1.5,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,155.5,-13.6,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-norepinephrine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,65,SM-102 + Tryptophan-LNP,SM-102 + Tryptophan-LNP,,123,sela2025_bt_lnp_iv_fig3c,SM-102 + Tryptophan-LNP,Brain,intravenous,Mouse,,,1.1,"approx fold RLU/total protein vs untargeted in same organ; FLuc mRNA IV 0.729 mg/kg, 6 h; graph-estimated from Fig. 3C",higher_is_better,1.1,sela2025_bt_lnp_iv_fig3c__approx_fold_RLU_total_protein_vs_untargeted_in_same_organ_FLuc_mRNA_IV_0_729_mg_kg_6_h_graph_estimated_from_Fig_3C,9,2.033333333333333,0.9672412085697939,147.7,-12.6,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-tryptophan,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,66,SM-102,SM-102,,133,sela2025_bt_lnp_iv_fig4b,SM-102,Brain neurons,intravenous,Mouse,,,7.7,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,7.7,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,109.8,-6.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,67,SM-102,SM-102,,134,sela2025_bt_lnp_iv_fig4b,SM-102,Brain endothelial cells,intravenous,Mouse,,,50.2,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,50.2,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,109.8,-6.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
