Experiment_ID,Library_ID,Delivery_target,Route_of_administration,Model_type,Cargo_type,Batch_or_individual_or_barcoded,Goal,Value_name,Sample_weight,Random_id,Lipid_name,Amine,Tail,source_row,source_dataset_id,ionizable_lipid,target_original,Route_original,Model_type_original,Read_Out_Type,Assay_type,raw_delivery_value,raw_delivery_unit,delivery_direction_handling,directional_delivery_value,normalization_group,normalization_group_n,normalization_group_mean_directional,normalization_group_std_directional,size_nm,zeta_mV,pKa,np_ratio,lipid_molar_ratio_original,helper_lipid_original,peg_lipid,smiles_original,smiles_canonical
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,68,SM-102,SM-102,,135,sela2025_bt_lnp_iv_fig4b,SM-102,Brain oligodendrocytes,intravenous,Mouse,,,42.1,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,42.1,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,109.8,-6.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,69,SM-102 + Acetylcholine-LNP,SM-102 + Acetylcholine-LNP,,126,sela2025_bt_lnp_iv_fig4b,SM-102 + Acetylcholine-LNP,Brain neurons,intravenous,Mouse,,,59.1,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,59.1,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,149.1,-13.4,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-acetylcholine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,70,SM-102 + Acetylcholine-LNP,SM-102 + Acetylcholine-LNP,,127,sela2025_bt_lnp_iv_fig4b,SM-102 + Acetylcholine-LNP,Brain endothelial cells,intravenous,Mouse,,,38.5,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,38.5,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,149.1,-13.4,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-acetylcholine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,71,SM-102 + Acetylcholine-LNP,SM-102 + Acetylcholine-LNP,,128,sela2025_bt_lnp_iv_fig4b,SM-102 + Acetylcholine-LNP,Brain microglia,intravenous,Mouse,,,2.3,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,2.3,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,149.1,-13.4,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-acetylcholine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,72,SM-102 + Nicotine-LNP,SM-102 + Nicotine-LNP,,129,sela2025_bt_lnp_iv_fig4b,SM-102 + Nicotine-LNP,Brain neurons,intravenous,Mouse,,,25.5,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,25.5,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,161,-10.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-nicotine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,73,SM-102 + Nicotine-LNP,SM-102 + Nicotine-LNP,,130,sela2025_bt_lnp_iv_fig4b,SM-102 + Nicotine-LNP,Brain endothelial cells,intravenous,Mouse,,,47.8,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,47.8,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,161,-10.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-nicotine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,74,SM-102 + Nicotine-LNP,SM-102 + Nicotine-LNP,,131,sela2025_bt_lnp_iv_fig4b,SM-102 + Nicotine-LNP,Brain microglia,intravenous,Mouse,,,20.7,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,20.7,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,161,-10.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-nicotine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,mRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,75,SM-102 + Nicotine-LNP,SM-102 + Nicotine-LNP,,132,sela2025_bt_lnp_iv_fig4b,SM-102 + Nicotine-LNP,Brain oligodendrocytes,intravenous,Mouse,,,5.9,"percent contribution to total brain tdTomato MFI; Cre mRNA IV in Ai9 mice, 48 h; Fig. 4B",higher_is_better,5.9,sela2025_bt_lnp_iv_fig4b__percent_contribution_to_total_brain_tdTomato_MFI_Cre_mRNA_IV_in_Ai9_mice_48_h_Fig_4B,10,29.98,19.345480092259276,161,-10.7,NR,50.25:10.05:38.19:1.01:0.5 (SM-102:DOPE:Chol:DMG-PEG1000:DMG-PEG2000-moiety mol%),,DOPE,DMG-PEG1000; DMG-PEG2000-nicotine,O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,76,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,142,tong2025_peg_anchor_gbm_brain_iv,SM-102 + NT1-O14B,Orthotopic GBM brain,intravenous,Mouse,,,1.0,fold GBM-brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.0,tong2025_peg_anchor_gbm_brain_iv__fold_GBM_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.4,0.4255349574359314,125,-6.7,6.44,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMPE-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,77,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,143,tong2025_peg_anchor_gbm_brain_iv,SM-102 + NT1-O14B,Orthotopic GBM brain,intravenous,Mouse,,,1.19,fold GBM-brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.19,tong2025_peg_anchor_gbm_brain_iv__fold_GBM_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.4,0.4255349574359314,93,-9.2,6.47,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DPPE-PEG2k (C16),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,78,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,144,tong2025_peg_anchor_gbm_brain_iv,SM-102 + NT1-O14B,Orthotopic GBM brain,intravenous,Mouse,,,2.03,fold GBM-brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,2.03,tong2025_peg_anchor_gbm_brain_iv__fold_GBM_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.4,0.4255349574359314,90,-5.8,6.4,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSPE-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,79,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,145,tong2025_peg_anchor_gbm_brain_iv,SM-102 + NT1-O14B,Orthotopic GBM brain,intravenous,Mouse,,,1.0,fold GBM-brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.0,tong2025_peg_anchor_gbm_brain_iv__fold_GBM_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.4,0.4255349574359314,108,-8.5,6.22,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMG-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,80,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,146,tong2025_peg_anchor_gbm_brain_iv,SM-102 + NT1-O14B,Orthotopic GBM brain,intravenous,Mouse,,,1.78,fold GBM-brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.78,tong2025_peg_anchor_gbm_brain_iv__fold_GBM_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.4,0.4255349574359314,97,-9,6.34,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSG-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,81,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,147,tong2025_peg_anchor_gbm_siplk1_iv,SM-102 + NT1-O14B,Orthotopic GBM brain tumor,intravenous,Mouse,,,39.6,percent PLK1 mRNA reduction in GBM tissue; siPLK1 IV 2.5 mg/kg every other day x3; qPCR; derived from reported % baseline remaining,higher_is_better,39.6,tong2025_peg_anchor_gbm_siplk1_iv__percent_PLK1_mRNA_reduction_in_GBM_tissue_siPLK1_IV_2_5_mg_kg_every_other_day_x3_qPCR_derived_from_reported_baseline_remaining,5,56.92,10.227492361278006,125,-6.7,6.44,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMPE-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,82,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,148,tong2025_peg_anchor_gbm_siplk1_iv,SM-102 + NT1-O14B,Orthotopic GBM brain tumor,intravenous,Mouse,,,61.2,percent PLK1 mRNA reduction in GBM tissue; siPLK1 IV 2.5 mg/kg every other day x3; qPCR; derived from reported % baseline remaining,higher_is_better,61.2,tong2025_peg_anchor_gbm_siplk1_iv__percent_PLK1_mRNA_reduction_in_GBM_tissue_siPLK1_IV_2_5_mg_kg_every_other_day_x3_qPCR_derived_from_reported_baseline_remaining,5,56.92,10.227492361278006,93,-9.2,6.47,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DPPE-PEG2k (C16),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,83,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,149,tong2025_peg_anchor_gbm_siplk1_iv,SM-102 + NT1-O14B,Orthotopic GBM brain tumor,intravenous,Mouse,,,69.0,percent PLK1 mRNA reduction in GBM tissue; siPLK1 IV 2.5 mg/kg every other day x3; qPCR; derived from reported % baseline remaining,higher_is_better,69.0,tong2025_peg_anchor_gbm_siplk1_iv__percent_PLK1_mRNA_reduction_in_GBM_tissue_siPLK1_IV_2_5_mg_kg_every_other_day_x3_qPCR_derived_from_reported_baseline_remaining,5,56.92,10.227492361278006,90,-5.8,6.4,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSPE-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,84,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,150,tong2025_peg_anchor_gbm_siplk1_iv,SM-102 + NT1-O14B,Orthotopic GBM brain tumor,intravenous,Mouse,,,52.0,percent PLK1 mRNA reduction in GBM tissue; siPLK1 IV 2.5 mg/kg every other day x3; qPCR; derived from reported % baseline remaining,higher_is_better,52.0,tong2025_peg_anchor_gbm_siplk1_iv__percent_PLK1_mRNA_reduction_in_GBM_tissue_siPLK1_IV_2_5_mg_kg_every_other_day_x3_qPCR_derived_from_reported_baseline_remaining,5,56.92,10.227492361278006,108,-8.5,6.22,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMG-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,85,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,151,tong2025_peg_anchor_gbm_siplk1_iv,SM-102 + NT1-O14B,Orthotopic GBM brain tumor,intravenous,Mouse,,,62.8,percent PLK1 mRNA reduction in GBM tissue; siPLK1 IV 2.5 mg/kg every other day x3; qPCR; derived from reported % baseline remaining,higher_is_better,62.8,tong2025_peg_anchor_gbm_siplk1_iv__percent_PLK1_mRNA_reduction_in_GBM_tissue_siPLK1_IV_2_5_mg_kg_every_other_day_x3_qPCR_derived_from_reported_baseline_remaining,5,56.92,10.227492361278006,97,-9,6.34,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSG-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,86,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,137,tong2025_peg_anchor_healthy_brain_iv,SM-102 + NT1-O14B,Brain,intravenous,Mouse,,,1.0,fold brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.0,tong2025_peg_anchor_healthy_brain_iv__fold_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.412,0.41614420577487315,125,-6.7,6.44,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMPE-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,87,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,138,tong2025_peg_anchor_healthy_brain_iv,SM-102 + NT1-O14B,Brain,intravenous,Mouse,,,1.24,fold brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.24,tong2025_peg_anchor_healthy_brain_iv__fold_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.412,0.41614420577487315,93,-9.2,6.47,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DPPE-PEG2k (C16),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,88,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,139,tong2025_peg_anchor_healthy_brain_iv,SM-102 + NT1-O14B,Brain,intravenous,Mouse,,,1.89,fold brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.89,tong2025_peg_anchor_healthy_brain_iv__fold_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.412,0.41614420577487315,90,-5.8,6.4,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSPE-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,89,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,140,tong2025_peg_anchor_healthy_brain_iv,SM-102 + NT1-O14B,Brain,intravenous,Mouse,,,1.0,fold brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.0,tong2025_peg_anchor_healthy_brain_iv__fold_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.412,0.41614420577487315,108,-8.5,6.22,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DMG-PEG2k (C14),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
Brain_LNPDB_v2_training,Brain_LNPDB_v2,brain,intravenous,Mouse,siRNA,Individual,max,within_assay_zscored_delivery_higher_is_better,1,90,SM-102 + NT1-O14B,SM-102 + NT1-O14B,,141,tong2025_peg_anchor_healthy_brain_iv,SM-102 + NT1-O14B,Brain,intravenous,Mouse,,,1.93,fold brain Cy5-siNC fluorescence at 1 h vs DMPE-PEG within PE family or DMG-PEG within DG family; IV 0.5 mg/kg siRNA; text-reported ratio,higher_is_better,1.93,tong2025_peg_anchor_healthy_brain_iv__fold_brain_Cy5_siNC_fluorescence_at_1_h_vs_DMPE_PEG_within_PE_family_or_DMG_PEG_within_DG_family_IV_0_5_mg_kg_siRNA_text_reported_ratio,5,1.412,0.41614420577487315,97,-9,6.34,30.4:7.6:10.08:50.42:1.5 (SM-102:NT1-O14B:DSPC:Chol:PEG-lipid molar); N/P 7:1,,DSPC,DSG-PEG2k (C18),O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCO)CCCCCC(OCCCCCCCCCCC)=O,CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
